Date,Ticker,Open,High,Low,Close,Volume
2025-06-09,AAPL,204.38999938964844,206.0,200.02000427246094,201.4499969482422,72862600
2025-06-09,AMZN,214.75,217.85000610351562,212.8800048828125,216.97999572753906,38102500
2025-06-09,AVGO,245.0500030517578,248.1699981689453,241.11000061035156,244.27999877929688,25334100
2025-06-09,BRK-B,493.70001220703125,494.5299987792969,488.8800048828125,493.3299865722656,3987500
2025-06-09,GOOGL,174.5399932861328,176.47000122070312,174.3699951171875,176.08999633789062,28935900
2025-06-09,META,698.4600219726562,705.1900024414062,693.9400024414062,694.0599975585938,12773200
2025-06-09,MSFT,469.70001220703125,473.42999267578125,468.6199951171875,472.75,16469900
2025-06-09,NVDA,143.19000244140625,145.0,141.94000244140625,142.6300048828125,185114500
2025-06-09,TSM,206.39999389648438,209.27000427246094,205.8699951171875,207.0,11472300
2025-06-10,AAPL,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,54553200
2025-06-10,AMZN,216.77999877929688,217.69000244140625,214.14999389648438,217.61000061035156,31242500
2025-06-10,AVGO,244.22000122070312,246.27999877929688,241.39999389648438,244.6300048828125,25463800
2025-06-10,BRK-B,492.6600036621094,492.8999938964844,489.5,491.1300048828125,3943500
2025-06-10,GOOGL,176.1999969482422,181.11000061035156,174.91000366210938,178.60000610351562,61713300
2025-06-10,META,701.3499755859375,703.22998046875,691.5599975585938,702.4000244140625,10824900
2025-06-10,MSFT,471.19000244140625,472.79998779296875,466.9599914550781,470.9200134277344,15361500
2025-06-10,NVDA,142.69000244140625,144.2899932861328,141.52999877929688,143.9600067138672,155372400
2025-06-10,TSM,211.61000061035156,213.22999572753906,209.9600067138672,212.4600067138672,14504100
2025-06-11,2222.SR,25.0,25.25,24.799999237060547,24.920000076293945,15097047
2025-06-11,AAPL,203.47000122070312,204.5,199.72999572753906,200.01499938964844,26486309
2025-06-11,AMZN,217.51499938964844,218.39999389648438,215.30999755859375,215.4199981689453,13794637
2025-06-11,AVGO,246.35499572753906,252.6699981689453,243.82000732421875,250.11000061035156,11550767
2025-06-11,BRK-B,491.04998779296875,491.46258544921875,488.2950134277344,490.3900146484375,1490176
2025-06-11,GOOGL,179.875,180.36599731445312,177.85000610351562,177.9199981689453,15707846
2025-06-11,META,703.760009765625,708.8707275390625,698.1199951171875,698.5900268554688,4278921
2025-06-11,MSFT,470.1199951171875,475.4599914550781,469.6549987792969,473.44000244140625,6786600
2025-06-11,NVDA,144.61000061035156,144.99000549316406,143.00999450683594,143.08779907226562,87400121
2025-06-11,TSM,215.0,217.42999267578125,214.86000061035156,215.07000732421875,6813096
