Date,Ticker,Open,High,Low,Close,Volume
2015-06-05,AAPL,29.003700938513422,29.046255177804035,28.748378920231946,28.81332778930664,142507200.0
2015-06-05,AMZN,21.482999801635742,21.540000915527344,21.325000762939453,21.34749984741211,38158000.0
2015-06-05,AVGO,10.743656541150456,10.977628609738922,10.617143743758666,10.960099220275879,38593000.0
2015-06-05,BRK-B,141.50999450683594,141.80999755859375,140.52000427246094,140.75999450683594,3343900.0
2015-06-05,GOOGL,27.468675441344192,27.53485873583574,27.23877367799511,27.345762252807617,24396000.0
2015-06-05,META,81.48596195126821,82.07319069840234,81.12765005370613,81.75469207763672,16143100.0
2015-06-05,MSFT,40.154964026819,40.33705224605036,39.747430415282984,40.0075569152832,25438100.0
2015-06-05,NVDA,0.5329474002347875,0.5411764178457447,0.5273807373086237,0.5387561321258545,313320000.0
2015-06-05,TSM,17.197441548325347,17.363237261918645,17.14468888941917,17.22758674621582,9277100.0
2015-06-08,AAPL,28.869326349947787,28.93875894592509,28.405716735453293,28.62296485900879,210699200.0
2015-06-08,AMZN,21.2810001373291,21.34000015258789,21.071500778198242,21.174999237060547,43450000.0
2015-06-08,AVGO,10.94180942659482,10.95705152153268,10.481486675751007,10.565320014953613,54422000.0
2015-06-08,BRK-B,140.42999267578125,140.6999969482422,139.52000427246094,139.52000427246094,2998600.0
2015-06-08,GOOGL,27.34974171975514,27.36268034919054,27.018326016136143,27.044700622558594,27336000.0
2015-06-08,META,81.43619487824618,81.61535083015418,79.75411997386584,80.29158782958984,16915500.0
2015-06-08,MSFT,40.14629908624848,40.25902180434971,39.600031014499464,39.65205764770508,22121600.0
2015-06-08,NVDA,0.5370621522389858,0.5406925534156672,0.5203621567953668,0.526412844657898,342812000.0
2015-06-08,TSM,17.235127882928552,17.272807953464845,17.03165205226644,17.069332122802734,9155900.0
2015-06-09,AAPL,28.37659874556621,28.685674087079356,28.134715850173816,28.53785514831543,224301600.0
